2025-06-02 11:38:07 | INFO     | __main__:on_shutdown:41 | Остановка бота...
2025-06-02 12:04:42 | INFO     | __main__:on_shutdown:41 | Остановка бота...
2025-06-02 12:04:42 | INFO     | __main__:on_shutdown:45 | Бот остановлен
2025-06-02 12:07:04 | INFO     | db_manager.manager:__init__:18 | Инициализация базы данных: /Users/cooldom/VoiceSticker/bot_database.db
2025-06-02 12:07:05 | INFO     | image_generation_service.service:__init__:39 | Инициализация сервиса генерации изображений (MVP mode: False)
2025-06-02 12:07:06 | INFO     | stt_service.service:__init__:29 | Инициализация STT сервиса (MVP mode: False)
2025-06-02 12:07:06 | INFO     | __main__:main:88 | Запуск в режиме polling (разработка)
2025-06-02 12:07:07 | INFO     | __main__:on_startup:25 | Запуск бота VoiceSticker...
2025-06-02 12:07:07 | INFO     | __main__:on_startup:28 | Инициализация базы данных...
2025-06-02 12:07:07 | INFO     | db_manager.manager:init_db:96 | База данных успешно инициализирована
2025-06-02 12:07:07 | INFO     | __main__:on_startup:32 | Инициализация сервисов...
2025-06-02 12:07:07 | INFO     | image_generation_service.service:initialize:47 | Инициализация сервиса генерации через Replicate API
2025-06-02 12:07:07 | INFO     | stt_service.service:initialize:38 | Загружаем Whisper модель 'base'...
2025-06-02 12:07:07 | INFO     | stt_service.service:initialize:47 | Whisper модель успешно загружена!
2025-06-02 12:07:07 | INFO     | __main__:on_startup:36 | ✅ Бот успешно запущен!
2025-06-02 12:07:18 | INFO     | logger:log_user_action:69 | User action: start_command
2025-06-02 12:07:37 | WARNING  | image_generation_service.service:create_detailed_prompt:84 | OpenAI API ключ не найден, используем простой перевод
2025-06-02 12:07:37 | WARNING  | image_generation_service.service:translate_to_english:220 | Слово 'сосиской' не найдено в словаре переводов
2025-06-02 12:07:37 | INFO     | image_generation_service.service:translate_to_english:224 | Перевод: Котик с сосиской -> cute cat with сосиской
2025-06-02 12:07:37 | INFO     | image_generation_service.service:_generate_sd_sticker:243 | Финальный промпт для генерации: sticker of cute cat with сосиской, default style, die-cut sticker, white background
2025-06-02 12:07:43 | INFO     | image_generation_service.service:_generate_sd_sticker:271 | Получен URL изображения: https://replicate.delivery/xezq/EHmetFfLxKjZMkWFheszWpFVJ8TlA1y7f4tYbaIqGfsx7NWmC/out-0.png
2025-06-02 12:07:44 | INFO     | image_generation_service.service:_generate_sd_sticker:284 | Изображение успешно загружено и обработано
2025-06-02 12:07:45 | INFO     | logger:log_user_action:69 | User action: sticker_created
2025-06-02 12:13:55 | INFO     | __main__:on_shutdown:41 | Остановка бота...
2025-06-02 12:13:55 | INFO     | __main__:on_shutdown:45 | Бот остановлен
2025-06-02 12:13:59 | INFO     | db_manager.manager:__init__:18 | Инициализация базы данных: /Users/cooldom/VoiceSticker/bot_database.db
2025-06-02 12:13:59 | INFO     | image_generation_service.service:__init__:39 | Инициализация сервиса генерации изображений (MVP mode: False)
2025-06-02 12:14:00 | INFO     | stt_service.service:__init__:29 | Инициализация STT сервиса (MVP mode: False)
2025-06-02 12:14:01 | INFO     | __main__:main:88 | Запуск в режиме polling (разработка)
2025-06-02 12:14:01 | INFO     | __main__:on_startup:25 | Запуск бота VoiceSticker...
2025-06-02 12:14:01 | INFO     | __main__:on_startup:28 | Инициализация базы данных...
2025-06-02 12:14:01 | INFO     | db_manager.manager:init_db:96 | База данных успешно инициализирована
2025-06-02 12:14:01 | INFO     | __main__:on_startup:32 | Инициализация сервисов...
2025-06-02 12:14:01 | INFO     | image_generation_service.service:initialize:47 | Инициализация сервиса генерации через Replicate API
2025-06-02 12:14:01 | INFO     | stt_service.service:initialize:38 | Загружаем Whisper модель 'base'...
2025-06-02 12:14:02 | INFO     | stt_service.service:initialize:47 | Whisper модель успешно загружена!
2025-06-02 12:14:02 | INFO     | __main__:on_startup:36 | ✅ Бот успешно запущен!
2025-06-02 12:14:08 | INFO     | logger:log_user_action:69 | User action: start_command
2025-06-02 12:14:23 | INFO     | image_generation_service.service:create_detailed_prompt:93 | Создаем детальный промпт через GPT для: Котик с сосиской
2025-06-02 12:14:23 | ERROR    | image_generation_service.service:create_detailed_prompt:141 | Ошибка GPT: 

You tried to access openai.ChatCompletion, but this is no longer supported in openai>=1.0.0 - see the README at https://github.com/openai/openai-python for the API.

You can run `openai migrate` to automatically upgrade your codebase to use the 1.0.0 interface. 

Alternatively, you can pin your installation to the old version, e.g. `pip install openai==0.28`

A detailed migration guide is available here: https://github.com/openai/openai-python/discussions/742

2025-06-02 12:14:23 | ERROR    | image_generation_service.service:create_detailed_prompt:142 | Тип ошибки: APIRemovedInV1
2025-06-02 12:14:23 | WARNING  | image_generation_service.service:translate_to_english:220 | Слово 'сосиской' не найдено в словаре переводов
2025-06-02 12:14:23 | INFO     | image_generation_service.service:translate_to_english:224 | Перевод: Котик с сосиской -> cute cat with сосиской
2025-06-02 12:14:23 | INFO     | image_generation_service.service:_generate_sd_sticker:243 | Финальный промпт для генерации: sticker of cute cat with сосиской, default style, die-cut sticker, white background
2025-06-02 12:14:28 | INFO     | image_generation_service.service:_generate_sd_sticker:271 | Получен URL изображения: https://replicate.delivery/xezq/xiwH1xmpfqUcASgb6HGfNyGB0gQUzUzzgjx65p8p2cz01xyUA/out-0.png
2025-06-02 12:14:29 | INFO     | image_generation_service.service:_generate_sd_sticker:284 | Изображение успешно загружено и обработано
2025-06-02 12:14:30 | INFO     | logger:log_user_action:69 | User action: sticker_created
2025-06-02 12:21:00 | INFO     | __main__:on_shutdown:41 | Остановка бота...
2025-06-02 12:21:00 | INFO     | __main__:on_shutdown:45 | Бот остановлен
2025-06-02 12:21:06 | INFO     | db_manager.manager:__init__:18 | Инициализация базы данных: /Users/cooldom/VoiceSticker/bot_database.db
2025-06-02 12:21:06 | INFO     | image_generation_service.service:__init__:39 | Инициализация сервиса генерации изображений (MVP mode: False)
2025-06-02 12:21:07 | INFO     | stt_service.service:__init__:29 | Инициализация STT сервиса (MVP mode: False)
2025-06-02 12:21:07 | INFO     | __main__:main:88 | Запуск в режиме polling (разработка)
2025-06-02 12:21:07 | INFO     | __main__:on_startup:25 | Запуск бота VoiceSticker...
2025-06-02 12:21:07 | INFO     | __main__:on_startup:28 | Инициализация базы данных...
2025-06-02 12:21:07 | INFO     | db_manager.manager:init_db:96 | База данных успешно инициализирована
2025-06-02 12:21:07 | INFO     | __main__:on_startup:32 | Инициализация сервисов...
2025-06-02 12:21:07 | INFO     | image_generation_service.service:initialize:47 | Инициализация сервиса генерации через Replicate API
2025-06-02 12:21:07 | INFO     | stt_service.service:initialize:38 | Загружаем Whisper модель 'base'...
2025-06-02 12:21:08 | INFO     | stt_service.service:initialize:47 | Whisper модель успешно загружена!
2025-06-02 12:21:08 | INFO     | __main__:on_startup:36 | ✅ Бот успешно запущен!
2025-06-02 12:21:13 | INFO     | logger:log_user_action:69 | User action: start_command
2025-06-02 12:21:25 | INFO     | image_generation_service.service:create_detailed_prompt:93 | Создаем детальный промпт через GPT для: Кот с сосиской
2025-06-02 12:21:29 | ERROR    | image_generation_service.service:create_detailed_prompt:139 | Ошибка GPT: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2025-06-02 12:21:29 | ERROR    | image_generation_service.service:create_detailed_prompt:140 | Тип ошибки: RateLimitError
2025-06-02 12:21:29 | WARNING  | image_generation_service.service:translate_to_english:225 | Слово 'сосиской' не найдено в словаре переводов
2025-06-02 12:21:29 | INFO     | image_generation_service.service:translate_to_english:229 | Перевод: Кот с сосиской -> cat with сосиской
2025-06-02 12:21:29 | INFO     | image_generation_service.service:_generate_sd_sticker:248 | Финальный промпт для генерации: sticker of cat with сосиской, default style, die-cut sticker, white background
2025-06-02 12:21:35 | INFO     | image_generation_service.service:_generate_sd_sticker:276 | Получен URL изображения: https://replicate.delivery/xezq/26OWDTHOetxkUSb1KPWSWdwgeGUdUoeIq6jefHnyn7ehHfYZKA/out-0.png
2025-06-02 12:21:35 | INFO     | image_generation_service.service:_generate_sd_sticker:289 | Изображение успешно загружено и обработано
2025-06-02 12:21:37 | INFO     | logger:log_user_action:69 | User action: sticker_created
2025-06-02 12:23:33 | INFO     | __main__:on_shutdown:41 | Остановка бота...
2025-06-02 12:23:33 | INFO     | __main__:on_shutdown:45 | Бот остановлен
2025-06-02 12:29:42 | INFO     | db_manager.manager:__init__:18 | Инициализация базы данных: /Users/cooldom/VoiceSticker/bot_database.db
2025-06-02 12:29:42 | WARNING  | image_generation_service.service:<module>:34 | google-generativeai не установлен
2025-06-02 12:29:42 | INFO     | image_generation_service.service:__init__:47 | Инициализация сервиса генерации изображений (MVP mode: False)
2025-06-02 12:29:43 | INFO     | stt_service.service:__init__:29 | Инициализация STT сервиса (MVP mode: False)
2025-06-02 12:29:43 | INFO     | __main__:main:88 | Запуск в режиме polling (разработка)
2025-06-02 12:29:44 | INFO     | __main__:on_startup:25 | Запуск бота VoiceSticker...
2025-06-02 12:29:44 | INFO     | __main__:on_startup:28 | Инициализация базы данных...
2025-06-02 12:29:44 | INFO     | db_manager.manager:init_db:96 | База данных успешно инициализирована
2025-06-02 12:29:44 | INFO     | __main__:on_startup:32 | Инициализация сервисов...
2025-06-02 12:29:44 | INFO     | image_generation_service.service:initialize:55 | Инициализация сервиса генерации через Replicate API
2025-06-02 12:29:44 | INFO     | stt_service.service:initialize:38 | Загружаем Whisper модель 'base'...
2025-06-02 12:29:44 | INFO     | stt_service.service:initialize:47 | Whisper модель успешно загружена!
2025-06-02 12:29:44 | INFO     | __main__:on_startup:36 | ✅ Бот успешно запущен!
2025-06-02 12:29:51 | INFO     | logger:log_user_action:69 | User action: start_command
2025-06-02 12:30:04 | INFO     | image_generation_service.service:translate_to_english:94 | Перевод: Котик с сосиской -> A cat with a sausage
2025-06-02 12:30:04 | WARNING  | image_generation_service.service:create_detailed_prompt:144 | Gemini API не доступен, используем простой промпт
2025-06-02 12:30:04 | INFO     | image_generation_service.service:_generate_sd_sticker:216 | Финальный промпт для генерации: sticker of A cat with a sausage, default style, die-cut sticker, white background
2025-06-02 12:30:09 | INFO     | image_generation_service.service:_generate_sd_sticker:244 | Получен URL изображения: https://replicate.delivery/xezq/exm73rgkxgzoOSC5z3aOIgqY1DLYiquXwL1BwgNDHnHQCZZKA/out-0.png
2025-06-02 12:30:10 | INFO     | image_generation_service.service:_generate_sd_sticker:257 | Изображение успешно загружено и обработано
2025-06-02 12:30:11 | INFO     | logger:log_user_action:69 | User action: sticker_created
2025-06-02 12:30:37 | INFO     | logger:log_user_action:69 | User action: start_command
2025-06-02 12:31:09 | INFO     | logger:log_user_action:69 | User action: start_command
2025-06-02 12:31:20 | INFO     | image_generation_service.service:translate_to_english:94 | Перевод: Уставший кот в кресле -> Tired cat in an armchair
2025-06-02 12:31:20 | WARNING  | image_generation_service.service:create_detailed_prompt:144 | Gemini API не доступен, используем простой промпт
2025-06-02 12:31:20 | INFO     | image_generation_service.service:_generate_sd_sticker:216 | Финальный промпт для генерации: sticker of Tired cat in an armchair, default style, die-cut sticker, white background
2025-06-02 12:31:25 | INFO     | image_generation_service.service:_generate_sd_sticker:244 | Получен URL изображения: https://replicate.delivery/xezq/acOPaYcd46YBLdMFS6u3WQeGusjvhS4T2Vyoj98t19k2CZZKA/out-0.png
2025-06-02 12:31:26 | INFO     | image_generation_service.service:_generate_sd_sticker:257 | Изображение успешно загружено и обработано
2025-06-02 12:31:27 | INFO     | logger:log_user_action:69 | User action: sticker_created
2025-06-02 12:32:51 | INFO     | __main__:on_shutdown:41 | Остановка бота...
2025-06-02 12:32:51 | INFO     | __main__:on_shutdown:45 | Бот остановлен
2025-06-02 12:34:24 | INFO     | db_manager.manager:__init__:18 | Инициализация базы данных: /Users/cooldom/VoiceSticker/bot_database.db
2025-06-02 12:34:24 | INFO     | image_generation_service.service:__init__:47 | Инициализация сервиса генерации изображений (MVP mode: False)
2025-06-02 12:34:25 | INFO     | stt_service.service:__init__:29 | Инициализация STT сервиса (MVP mode: False)
2025-06-02 12:34:25 | INFO     | __main__:main:88 | Запуск в режиме polling (разработка)
2025-06-02 12:34:26 | INFO     | __main__:on_startup:25 | Запуск бота VoiceSticker...
2025-06-02 12:34:26 | INFO     | __main__:on_startup:28 | Инициализация базы данных...
2025-06-02 12:34:26 | INFO     | db_manager.manager:init_db:96 | База данных успешно инициализирована
2025-06-02 12:34:26 | INFO     | __main__:on_startup:32 | Инициализация сервисов...
2025-06-02 12:34:26 | INFO     | image_generation_service.service:initialize:55 | Инициализация сервиса генерации через Replicate API
2025-06-02 12:34:26 | INFO     | stt_service.service:initialize:38 | Загружаем Whisper модель 'base'...
2025-06-02 12:34:27 | INFO     | stt_service.service:initialize:47 | Whisper модель успешно загружена!
2025-06-02 12:34:27 | INFO     | __main__:on_startup:36 | ✅ Бот успешно запущен!
2025-06-02 12:34:46 | INFO     | logger:log_user_action:69 | User action: start_command
2025-06-02 12:35:15 | INFO     | image_generation_service.service:translate_to_english:94 | Перевод: Уставший котик на диване сидит и курит сигарету -> A tired cat on the couch sits and smokes a cigarette
2025-06-02 12:35:15 | INFO     | image_generation_service.service:create_detailed_prompt:143 | GEMINI_AVAILABLE: True
2025-06-02 12:35:15 | INFO     | image_generation_service.service:create_detailed_prompt:144 | GEMINI_API_KEY exists: True
2025-06-02 12:35:15 | INFO     | image_generation_service.service:create_detailed_prompt:145 | GEMINI_API_KEY length: 39
2025-06-02 12:35:15 | INFO     | image_generation_service.service:create_detailed_prompt:152 | Создаем детальный промпт через Gemini для: Уставший котик на диване сидит и курит сигарету (A tired cat on the couch sits and smokes a cigarette)
2025-06-02 12:35:16 | ERROR    | image_generation_service.service:create_detailed_prompt:200 | Ошибка Gemini: 404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2025-06-02 12:35:16 | INFO     | image_generation_service.service:translate_to_english:94 | Перевод: Уставший котик на диване сидит и курит сигарету -> A tired cat on the couch sits and smokes a cigarette
2025-06-02 12:35:16 | INFO     | image_generation_service.service:_generate_sd_sticker:221 | Финальный промпт для генерации: sticker of A tired cat on the couch sits and smokes a cigarette, default style, die-cut sticker, white background
2025-06-02 12:35:33 | INFO     | image_generation_service.service:_generate_sd_sticker:249 | Получен URL изображения: https://replicate.delivery/xezq/tpkBWWRqfaSwByISsQgF6gBeV91cIXtrWWOShWbe7GdITklpA/out-0.png
2025-06-02 12:35:34 | INFO     | image_generation_service.service:_generate_sd_sticker:262 | Изображение успешно загружено и обработано
2025-06-02 12:35:35 | INFO     | logger:log_user_action:69 | User action: sticker_created
2025-06-02 12:37:21 | INFO     | __main__:on_shutdown:41 | Остановка бота...
2025-06-02 12:37:21 | INFO     | __main__:on_shutdown:45 | Бот остановлен
2025-06-02 12:37:28 | INFO     | db_manager.manager:__init__:18 | Инициализация базы данных: /Users/cooldom/VoiceSticker/bot_database.db
2025-06-02 12:37:29 | INFO     | image_generation_service.service:__init__:47 | Инициализация сервиса генерации изображений (MVP mode: False)
2025-06-02 12:37:30 | INFO     | stt_service.service:__init__:29 | Инициализация STT сервиса (MVP mode: False)
2025-06-02 12:37:30 | INFO     | __main__:main:88 | Запуск в режиме polling (разработка)
2025-06-02 12:37:30 | INFO     | __main__:on_startup:25 | Запуск бота VoiceSticker...
2025-06-02 12:37:30 | INFO     | __main__:on_startup:28 | Инициализация базы данных...
2025-06-02 12:37:30 | INFO     | db_manager.manager:init_db:96 | База данных успешно инициализирована
2025-06-02 12:37:30 | INFO     | __main__:on_startup:32 | Инициализация сервисов...
2025-06-02 12:37:30 | INFO     | image_generation_service.service:initialize:55 | Инициализация сервиса генерации через Replicate API
2025-06-02 12:37:30 | INFO     | stt_service.service:initialize:38 | Загружаем Whisper модель 'base'...
2025-06-02 12:37:31 | INFO     | stt_service.service:initialize:47 | Whisper модель успешно загружена!
2025-06-02 12:37:31 | INFO     | __main__:on_startup:36 | ✅ Бот успешно запущен!
2025-06-02 12:37:37 | INFO     | logger:log_user_action:69 | User action: start_command
2025-06-02 12:37:57 | INFO     | image_generation_service.service:translate_to_english:94 | Перевод: Грустный котик сидит в кресле и пьет пиво -> A sad cat sits in a chair and drinks beer
2025-06-02 12:37:57 | INFO     | image_generation_service.service:create_detailed_prompt:143 | GEMINI_AVAILABLE: True
2025-06-02 12:37:57 | INFO     | image_generation_service.service:create_detailed_prompt:144 | GEMINI_API_KEY exists: True
2025-06-02 12:37:57 | INFO     | image_generation_service.service:create_detailed_prompt:145 | GEMINI_API_KEY length: 39
2025-06-02 12:37:57 | INFO     | image_generation_service.service:create_detailed_prompt:152 | Создаем детальный промпт через Gemini для: Грустный котик сидит в кресле и пьет пиво (A sad cat sits in a chair and drinks beer)
2025-06-02 12:37:58 | INFO     | image_generation_service.service:create_detailed_prompt:195 | Gemini создал промпт: A cute, kawaii-style cat with big, sad eyes sits slumped in a tiny armchair, holding a miniature beer mug.  Pale blue armchair, orange cat with soft pink cheeks,  light brown beer.  Simple, rounded shapes.
2025-06-02 12:37:58 | INFO     | image_generation_service.service:_generate_sd_sticker:221 | Финальный промпт для генерации: A cute, kawaii-style cat with big, sad eyes sits slumped in a tiny armchair, holding a miniature beer mug.  Pale blue armchair, orange cat with soft pink cheeks,  light brown beer.  Simple, rounded shapes., cute kawaii style with big eyes and simple shapes, sticker design, die-cut sticker, white background, centered
2025-06-02 12:38:03 | INFO     | image_generation_service.service:_generate_sd_sticker:249 | Получен URL изображения: https://replicate.delivery/xezq/BfMEFJQ2eVgABE1faxGzaCJt8zFddcjspOiLPzGaiH23XklpA/out-0.png
2025-06-02 12:38:05 | INFO     | image_generation_service.service:_generate_sd_sticker:262 | Изображение успешно загружено и обработано
2025-06-02 12:38:06 | INFO     | logger:log_user_action:69 | User action: sticker_created
2025-06-02 12:40:04 | INFO     | logger:log_user_action:69 | User action: start_command
2025-06-02 12:40:27 | INFO     | image_generation_service.service:translate_to_english:94 | Перевод: Кашка в шляпе -> Porridge in a hat
2025-06-02 12:40:27 | INFO     | image_generation_service.service:create_detailed_prompt:143 | GEMINI_AVAILABLE: True
2025-06-02 12:40:27 | INFO     | image_generation_service.service:create_detailed_prompt:144 | GEMINI_API_KEY exists: True
2025-06-02 12:40:27 | INFO     | image_generation_service.service:create_detailed_prompt:145 | GEMINI_API_KEY length: 39
2025-06-02 12:40:27 | INFO     | image_generation_service.service:create_detailed_prompt:152 | Создаем детальный промпт через Gemini для: Кашка в шляпе (Porridge in a hat)
2025-06-02 12:40:28 | INFO     | image_generation_service.service:create_detailed_prompt:195 | Gemini создал промпт: A cheerful bowl of oatmeal wearing a jaunty, oversized top hat, grinning broadly.  Big, bright eyes, rosy cheeks.  Warm, golden oatmeal with playful steam curls.  Disney Pixar style, 3D cartoon, cute and round.
2025-06-02 12:40:28 | INFO     | image_generation_service.service:_generate_sd_sticker:221 | Финальный промпт для генерации: A cheerful bowl of oatmeal wearing a jaunty, oversized top hat, grinning broadly.  Big, bright eyes, rosy cheeks.  Warm, golden oatmeal with playful steam curls.  Disney Pixar style, 3D cartoon, cute and round., Disney Pixar 3D cartoon style with expressive features, sticker design, die-cut sticker, white background, centered
2025-06-02 12:40:40 | INFO     | image_generation_service.service:_generate_sd_sticker:249 | Получен URL изображения: https://replicate.delivery/xezq/b46G4lAG5xLaNpJfZVP0vrbEeB61WfhMVotjUifFKiIi5ILTB/out-0.png
2025-06-02 12:40:41 | INFO     | image_generation_service.service:_generate_sd_sticker:262 | Изображение успешно загружено и обработано
2025-06-02 12:40:43 | INFO     | logger:log_user_action:69 | User action: sticker_created
2025-06-02 12:41:02 | INFO     | logger:log_user_action:69 | User action: start_command
2025-06-02 12:41:31 | INFO     | image_generation_service.service:translate_to_english:94 | Перевод: Бутылка водки пьет текилу -> A bottle of vodka drinks tequila
2025-06-02 12:41:31 | INFO     | image_generation_service.service:create_detailed_prompt:143 | GEMINI_AVAILABLE: True
2025-06-02 12:41:31 | INFO     | image_generation_service.service:create_detailed_prompt:144 | GEMINI_API_KEY exists: True
2025-06-02 12:41:31 | INFO     | image_generation_service.service:create_detailed_prompt:145 | GEMINI_API_KEY length: 39
2025-06-02 12:41:31 | INFO     | image_generation_service.service:create_detailed_prompt:152 | Создаем детальный промпт через Gemini для: Бутылка водки пьет текилу (A bottle of vodka drinks tequila)
2025-06-02 12:41:31 | INFO     | image_generation_service.service:create_detailed_prompt:195 | Gemini создал промпт: A cute kawaii vodka bottle with big, happy eyes and rosy cheeks, using simple shapes and pastel colors, playfully drinking a shot of tequila from a tiny glass.
2025-06-02 12:41:31 | INFO     | image_generation_service.service:_generate_sd_sticker:221 | Финальный промпт для генерации: A cute kawaii vodka bottle with big, happy eyes and rosy cheeks, using simple shapes and pastel colors, playfully drinking a shot of tequila from a tiny glass., cute kawaii style with big eyes and simple shapes, sticker design, die-cut sticker, white background, centered
2025-06-02 12:41:41 | INFO     | image_generation_service.service:_generate_sd_sticker:249 | Получен URL изображения: https://replicate.delivery/xezq/p2hmBANN92KqNRg8n8YQl8fDjJqPpSQWFdczsC3bgWQqHZZKA/out-0.png
2025-06-02 12:41:42 | INFO     | image_generation_service.service:_generate_sd_sticker:262 | Изображение успешно загружено и обработано
2025-06-02 12:41:43 | INFO     | logger:log_user_action:69 | User action: sticker_created
2025-06-02 12:41:55 | INFO     | logger:log_user_action:69 | User action: start_command
2025-06-02 12:42:15 | INFO     | image_generation_service.service:translate_to_english:94 | Перевод: Кот верхом на собаке -> Cat on the dog
2025-06-02 12:42:15 | INFO     | image_generation_service.service:create_detailed_prompt:143 | GEMINI_AVAILABLE: True
2025-06-02 12:42:15 | INFO     | image_generation_service.service:create_detailed_prompt:144 | GEMINI_API_KEY exists: True
2025-06-02 12:42:15 | INFO     | image_generation_service.service:create_detailed_prompt:145 | GEMINI_API_KEY length: 39
2025-06-02 12:42:15 | INFO     | image_generation_service.service:create_detailed_prompt:152 | Создаем детальный промпт через Gemini для: Кот верхом на собаке (Cat on the dog)
2025-06-02 12:42:16 | INFO     | image_generation_service.service:create_detailed_prompt:195 | Gemini создал промпт: A cute kawaii-style cat, with large, sparkling eyes and a cheerful expression, sits atop a friendly-looking dog.  The cat is light peach, the dog cream-colored. Both have simple, rounded shapes.  Use pastel pink and blue accents.
2025-06-02 12:42:16 | INFO     | image_generation_service.service:_generate_sd_sticker:221 | Финальный промпт для генерации: A cute kawaii-style cat, with large, sparkling eyes and a cheerful expression, sits atop a friendly-looking dog.  The cat is light peach, the dog cream-colored. Both have simple, rounded shapes.  Use pastel pink and blue accents., cute kawaii style with big eyes and simple shapes, sticker design, die-cut sticker, white background, centered
2025-06-02 12:42:22 | INFO     | image_generation_service.service:_generate_sd_sticker:249 | Получен URL изображения: https://replicate.delivery/xezq/oEnhNtfFKLVvfUF1WlcGgWV0C9NvgNqNa9CVZAk0bRH9PyyUA/out-0.png
2025-06-02 12:42:23 | INFO     | image_generation_service.service:_generate_sd_sticker:262 | Изображение успешно загружено и обработано
2025-06-02 12:42:24 | INFO     | logger:log_user_action:69 | User action: sticker_created
2025-06-02 12:42:35 | INFO     | logger:log_user_action:69 | User action: start_command
2025-06-02 12:42:48 | INFO     | image_generation_service.service:translate_to_english:94 | Перевод: Кот сидит на собаке -> Cat sits on a dog
2025-06-02 12:42:48 | INFO     | image_generation_service.service:create_detailed_prompt:143 | GEMINI_AVAILABLE: True
2025-06-02 12:42:48 | INFO     | image_generation_service.service:create_detailed_prompt:144 | GEMINI_API_KEY exists: True
2025-06-02 12:42:48 | INFO     | image_generation_service.service:create_detailed_prompt:145 | GEMINI_API_KEY length: 39
2025-06-02 12:42:48 | INFO     | image_generation_service.service:create_detailed_prompt:152 | Создаем детальный промпт через Gemini для: Кот сидит на собаке (Cat sits on a dog)
2025-06-02 12:42:49 | INFO     | image_generation_service.service:create_detailed_prompt:195 | Gemini создал промпт: A cute kawaii-style cat with large, bright blue eyes sits comfortably on a happy-looking dog.  The cat is light orange, the dog cream-colored. Both have simple, rounded shapes and cheerful expressions.
2025-06-02 12:42:49 | INFO     | image_generation_service.service:_generate_sd_sticker:221 | Финальный промпт для генерации: A cute kawaii-style cat with large, bright blue eyes sits comfortably on a happy-looking dog.  The cat is light orange, the dog cream-colored. Both have simple, rounded shapes and cheerful expressions., cute kawaii style with big eyes and simple shapes, sticker design, die-cut sticker, white background, centered
2025-06-02 12:42:54 | INFO     | image_generation_service.service:_generate_sd_sticker:249 | Получен URL изображения: https://replicate.delivery/xezq/IinZOfLJ9UWtH6RTAlHfB8ck2oMfIJMM2nQfKPNKCCu1BJLTB/out-0.png
2025-06-02 12:42:55 | INFO     | image_generation_service.service:_generate_sd_sticker:262 | Изображение успешно загружено и обработано
2025-06-02 12:42:56 | INFO     | logger:log_user_action:69 | User action: sticker_created
2025-06-02 12:43:51 | INFO     | logger:log_user_action:69 | User action: start_command
2025-06-02 12:44:12 | INFO     | image_generation_service.service:translate_to_english:94 | Перевод: Кот сидит на спине собачки -> The cat sits on the back of the dog
2025-06-02 12:44:12 | INFO     | image_generation_service.service:create_detailed_prompt:143 | GEMINI_AVAILABLE: True
2025-06-02 12:44:12 | INFO     | image_generation_service.service:create_detailed_prompt:144 | GEMINI_API_KEY exists: True
2025-06-02 12:44:12 | INFO     | image_generation_service.service:create_detailed_prompt:145 | GEMINI_API_KEY length: 39
2025-06-02 12:44:12 | INFO     | image_generation_service.service:create_detailed_prompt:152 | Создаем детальный промпт через Gemini для: Кот сидит на спине собачки (The cat sits on the back of the dog)
